Geography,Geography Code,Rural Urban,Tenure: All categories: Tenure; measures: Value,Tenure: Owned: Total; measures: Value,Tenure: Owned: Owned outright; measures: Value,Tenure: Owned: Owned with a mortgage or loan; measures: Value,Tenure: Shared ownership (part owned and part rented); measures: Value,OOS,Tenure: Social rented: Total; measures: Value,Tenure: Social rented: Rented from council (Local Authority); measures: Value,Tenure: Social rented: Other social rented; measures: Value,SRS,Tenure: Private rented: Total; measures: Value,Tenure: Private rented: Private landlord or letting agency; measures: Value,Tenure: Private rented: Employer of a household member; measures: Value,Tenure: Private rented: Relative or friend of household member; measures: Value,Tenure: Private rented: Other; measures: Value,PRS
WF7,WF7,Total,8703,5752,2666,3086,23,11504,1932,1488,444,3864,920,788,11,106,15,1840
WF8,WF8,Total,14050,9325,4448,4877,83,18650,3260,2255,1005,6520,1249,1115,17,93,24,2498
WF9,WF9,Total,16750,10143,4565,5578,53,20286,4285,3130,1155,8570,2108,1900,12,167,29,4216
WN1,WN1,Total,9159,5470,2718,2752,25,10940,2116,1671,445,4232,1398,1304,11,71,12,2796
WN2,WN2,Total,22152,14790,6735,8055,36,29580,4484,3919,565,8968,2538,2316,4,193,25,5076
WN3,WN3,Total,12407,9122,3846,5276,23,18244,1869,1372,497,3738,1286,1175,5,95,11,2572
WN4,WN4,Total,11999,9237,4464,4773,16,18474,1508,1363,145,3016,1089,999,1,84,5,2178
WN5,WN5,Total,18908,12164,6071,6093,32,24328,4610,4029,581,9220,1779,1614,7,134,24,3558
WN6,WN6,Total,16785,12945,6442,6503,25,25890,1917,1582,335,3834,1676,1527,11,124,14,3352
WN7,WN7,Total,20890,12975,5773,7202,79,25950,4462,3639,823,8924,3113,2887,13,193,20,6226
WN8,WN8,Total,18923,11896,4846,7050,67,23792,4733,4275,458,9466,1977,1804,7,152,14,3954
WR1,WR1,Total,4731,2000,934,1066,63,4000,644,114,530,1288,1946,1856,14,52,24,3892
WR10,WR10,Total,7723,5692,3390,2302,42,11384,1083,89,994,2166,774,674,31,54,15,1548
WR11,WR11,Total,17381,11997,6003,5994,98,23994,2806,314,2492,5612,2250,2037,48,136,29,4500
WR12,WR12,Total,2572,1877,1240,637,14,3754,321,54,267,642,314,274,15,16,9,628
WR13,WR13,Total,3473,2620,1650,970,21,5240,382,50,332,764,382,319,17,33,13,764
WR14,WR14,Total,15035,10065,5828,4237,161,20130,2790,364,2426,5580,1830,1676,19,116,19,3660
WR15,WR15,Total,3073,2155,1349,806,14,4310,404,20,384,808,435,393,4,32,6,870
WR2,WR2,Total,12129,8855,4819,4036,74,17710,1424,470,954,2848,1640,1487,14,114,25,3280
WR3,WR3,Total,8776,6789,3344,3445,63,13578,701,158,543,1402,1151,1043,10,88,10,2302
WR4,WR4,Total,10839,6147,2078,4069,126,12294,2865,1248,1617,5730,1575,1456,2,97,20,3150
WR5,WR5,Total,12871,9258,4189,5069,141,18516,1378,443,935,2756,1968,1810,12,132,14,3936
WR6,WR6,Total,5007,3845,2261,1584,43,7690,439,47,392,878,566,493,15,44,14,1132
WR7,WR7,Total,1998,1650,938,712,6,3300,128,18,110,256,178,156,6,14,2,356
WR8,WR8,Total,3766,2740,1645,1095,13,5480,482,55,427,964,457,405,15,34,3,914
WR9,WR9,Total,13205,9390,4773,4617,58,18780,2390,264,2126,4780,1220,1085,20,95,20,2440
WS1,WS1,Total,9877,4609,2227,2382,75,9218,2889,681,2208,5778,2137,1990,6,98,43,4274
WS10,WS10,Total,18177,9510,4265,5245,85,19020,6237,4411,1826,12474,1944,1788,7,128,21,3888
WS11,WS11,Total,18093,11596,5336,6260,160,23192,3947,2939,1008,7894,2130,1942,23,146,19,4260
WS12,WS12,Total,14396,10372,3997,6375,118,20744,2087,1459,628,4174,1663,1503,9,138,13,3326
WS13,WS13,Total,11176,7246,3561,3685,97,14492,2363,273,2090,4726,1324,1201,18,80,25,2648
WS14,WS14,Total,6788,5529,2865,2664,50,11058,476,49,427,952,661,561,40,31,29,1322
WS15,WS15,Total,15160,11390,5591,5799,71,22780,1741,1008,733,3482,1792,1623,19,128,22,3584
WS2,WS2,Total,14798,6912,3167,3745,59,13824,5230,1720,3510,10460,2343,2168,9,130,36,4686
WS3,WS3,Total,20733,11573,5613,5960,82,23146,6727,3333,3394,13454,2046,1862,8,121,55,4092
WS4,WS4,Total,7140,4871,2482,2389,83,9742,1402,530,872,2804,702,640,5,47,10,1404
WS5,WS5,Total,8050,6062,3185,2877,15,12124,1174,697,477,2348,702,647,8,41,6,1404
WS6,WS6,Total,7272,5635,2880,2755,19,11270,1080,118,962,2160,466,409,3,50,4,932
WS7,WS7,Total,12293,9689,4905,4784,63,19378,1481,184,1297,2962,953,844,13,89,7,1906
WS8,WS8,Total,6389,4237,1977,2260,72,8474,1403,645,758,2806,596,523,14,49,10,1192
WS9,WS9,Total,11348,8804,4710,4094,46,17608,1468,699,769,2936,921,832,8,72,9,1842
WV1,WV1,Total,6555,2524,1252,1272,11,5048,2599,2037,562,5198,1268,1210,5,37,16,2536
WV10,WV10,Total,22483,11467,5364,6103,76,22934,8129,6430,1699,16258,2371,2186,8,134,43,4742
WV11,WV11,Total,14718,9492,4914,4578,41,18984,3712,3159,553,7424,1228,1075,18,105,30,2456
WV12,WV12,Total,10526,7650,3859,3791,55,15300,1914,961,953,3828,790,711,2,66,11,1580
WV13,WV13,Total,8348,4776,2121,2655,85,9552,2021,1160,861,4042,1363,1301,3,49,10,2726
WV14,WV14,Total,19312,10475,5172,5303,60,20950,6604,5548,1056,13208,1797,1660,6,111,20,3594
WV15,WV15,Total,3365,2385,1282,1103,10,4770,394,297,97,788,493,427,17,39,10,986
WV16,WV16,Total,7649,5267,3023,2244,25,10534,942,619,323,1884,1240,1126,22,77,15,2480
WV2,WV2,Total,5738,2355,1306,1049,32,4710,2110,1428,682,4220,1110,1029,11,37,33,2220
WV3,WV3,Total,12482,7826,4144,3682,36,15652,2021,1231,790,4042,2433,2301,13,96,23,4866
WV4,WV4,Total,13830,9991,5355,4636,37,19982,2148,1808,340,4296,1445,1337,7,91,10,2890
WV5,WV5,Total,6660,5072,2805,2267,17,10144,1001,144,857,2002,493,447,8,33,5,986
WV6,WV6,Total,18616,12580,6437,6143,134,25160,2895,1468,1427,5790,2750,2540,28,133,49,5500
WV7,WV7,Total,2720,1792,1095,697,10,3584,357,288,69,714,525,214,199,21,91,1050
WV8,WV8,Total,6625,4370,2292,2078,29,8740,1687,804,883,3374,442,394,6,36,6,884
WV9,WV9,Total,3164,2317,1151,1166,55,4634,461,192,269,922,294,273,6,13,2,588
YO1,YO1,Total,2406,720,423,297,43,1440,438,186,252,876,1156,1095,6,20,35,2312
YO10,YO10,Total,10696,5438,2992,2446,80,10876,1566,1117,449,3132,3441,3116,82,148,95,6882
YO11,YO11,Total,11057,6046,3559,2487,47,12092,1642,334,1308,3284,3141,2939,23,135,44,6282
YO12,YO12,Total,17750,11602,6052,5550,151,23204,2277,462,1815,4554,3481,3194,31,201,55,6962
YO13,YO13,Total,4512,3615,2341,1274,23,7230,244,33,211,488,534,469,12,37,16,1068
YO14,YO14,Total,5381,3994,2725,1269,33,7988,496,86,410,992,779,710,5,54,10,1558
YO15,YO15,Total,6275,3879,2510,1369,17,7758,278,85,193,556,2005,1916,11,66,12,4010
YO16,YO16,Total,11732,7932,4767,3165,66,15864,1835,1483,352,3670,1724,1526,11,173,14,3448
YO17,YO17,Total,9158,5838,3252,2586,30,11676,1505,103,1402,3010,1552,1381,64,90,17,3104
YO18,YO18,Total,4874,3551,2340,1211,27,7102,578,50,528,1156,614,535,11,51,17,1228
YO19,YO19,Total,5137,4310,2357,1953,18,8620,304,220,84,608,433,386,11,23,13,866
YO21,YO21,Total,6391,4202,2673,1529,28,8404,743,98,645,1486,1262,1145,24,71,22,2524
YO22,YO22,Total,3909,2733,1738,995,13,5466,625,100,525,1250,446,376,14,46,10,892
YO23,YO23,Total,8528,6125,3256,2869,41,12250,703,507,196,1406,1539,1416,19,92,12,3078
YO24,YO24,Total,13143,8952,4403,4549,69,17904,2301,1774,527,4602,1662,1532,13,100,17,3324
YO25,YO25,Total,14465,10836,5881,4955,34,21672,1062,839,223,2124,2225,1963,59,169,34,4450
YO26,YO26,Total,12596,8970,4312,4658,91,17940,1730,1289,441,3460,1646,1492,18,113,23,3292
YO30,YO30,Total,11166,7545,3455,4090,56,15090,1612,869,743,3224,1817,1581,79,96,61,3634
YO31,YO31,Total,12996,7638,3995,3643,106,15276,2022,1543,479,4044,3062,2885,18,131,28,6124
YO32,YO32,Total,12137,9575,5300,4275,148,19150,1382,101,1281,2764,926,703,89,67,67,1852
YO41,YO41,Total,4180,3431,1679,1752,16,6862,214,156,58,428,434,398,7,18,11,868
YO42,YO42,Total,6159,4598,2391,2207,12,9196,518,422,96,1036,862,778,32,46,6,1724
YO43,YO43,Total,5225,3989,1931,2058,21,7978,450,331,119,900,677,603,11,48,15,1354
YO51,YO51,Total,2359,1689,879,810,12,3378,200,144,56,400,409,372,12,21,4,818
YO60,YO60,Total,2104,1409,849,560,3,2818,178,10,168,356,440,388,28,14,10,880
YO61,YO61,Total,5979,4259,2431,1828,42,8518,676,45,631,1352,861,747,38,48,28,1722
YO62,YO62,Total,5147,3436,2352,1084,20,6872,543,48,495,1086,959,830,51,53,25,1918
YO7,YO7,Total,8325,5531,3095,2436,28,11062,940,124,816,1880,1620,1238,187,86,109,3240
YO8,YO8,Total,18226,13407,6103,7304,133,26814,2353,1388,965,4706,2115,1930,19,144,22,4230
CF10,CF10,Total,7261,2029,682,1347,67,4058,1271,612,659,2542,3741,3537,22,143,39,7482
CF11,CF11,Total,15629,7286,3011,4275,73,14572,2657,1004,1653,5314,5308,5037,14,207,50,10616
CF14,CF14,Total,31566,23736,11996,11740,180,47472,3059,1968,1091,6118,4219,3814,39,309,57,8438
CF15,CF15,Total,7325,6001,2726,3275,14,12002,613,316,297,1226,629,555,7,53,14,1258
CF23,CF23,Total,18529,13374,5889,7485,94,26748,2112,1145,967,4224,2803,2602,10,178,13,5606
CF24,CF24,Total,21416,7506,3107,4399,87,15012,3818,1174,2644,7636,9650,9040,32,415,163,19300
CF3,CF3,Total,17291,10549,4246,6303,63,21098,4699,2827,1872,9398,1706,1516,6,166,18,3412
CF31,CF31,Total,18722,13382,5822,7560,55,26764,2730,488,2242,5460,2338,2051,24,221,42,4676
CF32,CF32,Total,12786,9173,4445,4728,19,18346,1907,553,1354,3814,1533,1316,15,182,20,3066
CF33,CF33,Total,6168,3972,1741,2231,6,7944,1411,558,853,2822,690,603,2,71,14,1380
CF34,CF34,Total,8774,6391,3383,3008,16,12782,1129,427,702,2258,1122,995,4,99,24,2244
CF35,CF35,Total,6114,4980,2504,2476,7,9960,470,168,302,940,580,496,7,70,7,1160
CF36,CF36,Total,7152,5598,3259,2339,38,11196,405,129,276,810,1005,913,7,75,10,2010
CF37,CF37,Total,16023,10696,5315,5381,35,21392,2502,1092,1410,5004,2509,2307,5,174,23,5018
CF38,CF38,Total,9446,7745,3334,4411,7,15490,747,443,304,1494,848,748,6,87,7,1696
CF39,CF39,Total,12210,8563,4314,4249,16,17126,1960,1194,766,3920,1483,1348,4,120,11,2966
CF40,CF40,Total,8769,6174,3406,2768,12,12348,1045,512,533,2090,1389,1250,2,127,10,2778
CF41,CF41,Total,4696,3420,1916,1504,9,6840,487,207,280,974,720,660,2,47,11,1440
CF42,CF42,Total,5935,4302,2614,1688,8,8604,613,217,396,1226,908,824,0,78,6,1816
CF43,CF43,Total,5297,3409,2094,1315,6,6818,895,506,389,1790,908,813,1,79,15,1816
CF44,CF44,Total,16948,11724,6403,5321,20,23448,2688,1456,1232,5376,2262,2075,3,160,24,4524
CF45,CF45,Total,8403,5608,3105,2503,10,11216,1337,609,728,2674,1321,1234,2,76,9,2642
CF46,CF46,Total,5913,4493,2281,2212,7,8986,758,348,410,1516,578,512,3,58,5,1156
CF47,CF47,Total,9020,5454,2846,2608,16,10908,2299,1277,1022,4598,1066,940,13,84,29,2132
CF48,CF48,Total,11309,7424,3934,3490,19,14848,2343,964,1379,4686,1309,1168,10,110,21,2618
CF5,CF5,Total,28182,17619,7895,9724,70,35238,6474,4696,1778,12948,3570,3224,22,280,44,7140
CF61,CF61,Total,4099,3191,1687,1504,8,6382,356,329,27,712,504,400,46,46,12,1008
CF62,CF62,Total,17122,11837,5315,6522,36,23674,2479,1790,689,4958,2609,2159,137,214,99,5218
CF63,CF63,Total,9495,5555,2043,3512,41,11110,1937,971,966,3874,1871,1719,7,125,20,3742
CF64,CF64,Total,15906,12137,6367,5770,31,24274,1362,752,610,2724,2210,1948,22,207,33,4420
CF71,CF71,Total,3836,3257,2002,1255,9,6514,141,107,34,282,372,340,6,22,4,744
CF72,CF72,Total,10636,8094,3448,4646,21,16188,1270,527,743,2540,1124,968,18,122,16,2248
CF81,CF81,Total,6959,4538,2348,2190,8,9076,1525,1374,151,3050,833,765,1,62,5,1666
CF82,CF82,Total,8219,5910,2593,3317,17,11820,1263,805,458,2526,953,859,2,80,12,1906
CF83,CF83,Total,22780,15896,6899,8997,98,31792,4170,3019,1151,8340,2436,2178,15,224,19,4872
LD1,LD1,Total,5202,3589,2399,1190,11,7178,587,322,265,1174,914,839,5,62,8,1828
LD2,LD2,Total,2502,1838,1248,590,4,3676,201,125,76,402,398,362,8,25,3,796
LD3,LD3,Total,8289,5528,3487,2041,34,11056,1205,782,423,2410,1304,1042,72,127,63,2608
LD4,LD4,Total,355,265,187,78,0,530,38,37,1,76,47,39,2,4,2,94
LD5,LD5,Total,483,332,228,104,1,664,55,20,35,110,88,80,3,3,2,176
LD6,LD6,Total,1233,772,540,232,4,1544,192,129,63,384,247,223,3,16,5,494
LD7,LD7,Total,2172,1501,1022,479,6,3002,283,200,83,566,320,283,8,27,2,640
LD8,LD8,Total,1876,1336,958,378,5,2672,193,122,71,386,296,267,8,18,3,592
LL11,LL11,Total,16148,10763,4755,6008,77,21526,3275,2716,559,6550,1798,1599,16,162,21,3596
LL12,LL12,Total,12023,9166,4880,4286,24,18332,1672,1535,137,3344,978,846,8,113,11,1956
LL13,LL13,Total,14646,7920,3732,4188,52,15840,3837,3224,613,7674,2558,2337,35,157,29,5116
LL14,LL14,Total,14285,8632,4055,4577,64,17264,3958,3386,572,7916,1380,1200,13,152,15,2760
LL15,LL15,Total,4613,3342,1903,1439,18,6684,542,337,205,1084,600,526,10,54,10,1200
LL16,LL16,Total,6615,4457,2330,2127,30,8914,1053,647,406,2106,938,808,12,100,18,1876
LL17,LL17,Total,2233,1588,862,726,7,3176,305,203,102,610,292,248,7,31,6,584
LL18,LL18,Total,17631,11518,5839,5679,177,23036,2423,1433,990,4846,3256,3006,32,204,14,6512
LL19,LL19,Total,8772,6540,3674,2866,82,13080,733,468,265,1466,1293,1151,11,121,10,2586
LL20,LL20,Total,3622,2520,1452,1068,17,5040,533,367,166,1066,479,437,7,29,6,958
LL21,LL21,Total,2611,1782,1047,735,2,3564,392,293,99,784,343,303,2,30,8,686
LL22,LL22,Total,8070,5984,3659,2325,62,11968,728,333,395,1456,1196,1072,14,96,14,2392
LL23,LL23,Total,1932,1240,823,417,5,2480,309,143,166,618,303,246,8,39,10,606
LL24,LL24,Total,832,546,334,212,1,1092,91,33,58,182,171,144,2,9,16,342
LL25,LL25,Total,218,169,113,56,0,338,33,7,26,66,14,9,2,3,0,28
LL26,LL26,Total,1988,1309,750,559,13,2618,352,135,217,704,269,226,6,31,6,538
LL27,LL27,Total,368,281,172,109,0,562,39,7,32,78,44,36,1,7,0,88
LL28,LL28,Total,6399,4567,2747,1820,56,9134,621,293,328,1242,1045,950,7,75,13,2090
LL29,LL29,Total,8732,5408,2590,2818,70,10816,1346,686,660,2692,1777,1647,8,106,16,3554
LL30,LL30,Total,10101,6639,4041,2598,49,13278,1302,522,780,2604,1958,1825,15,103,15,3916
LL31,LL31,Total,4112,3116,1810,1306,32,6232,381,144,237,762,519,457,5,47,10,1038
LL32,LL32,Total,2950,2129,1300,829,17,4258,328,122,206,656,431,385,3,34,9,862
LL33,LL33,Total,1636,1211,651,560,8,2422,155,75,80,310,226,205,1,18,2,452
LL34,LL34,Total,1975,1346,719,627,7,2692,271,90,181,542,330,288,1,36,5,660
LL35,LL35,Total,492,346,274,72,6,692,45,10,35,90,83,66,8,8,1,166
LL36,LL36,Total,2273,1542,1069,473,8,3084,279,117,162,558,398,358,7,30,3,796
LL37,LL37,Total,236,184,129,55,0,368,17,8,9,34,28,22,1,4,1,56
LL38,LL38,Total,383,281,220,61,1,562,20,7,13,40,71,65,0,6,0,142
LL39,LL39,Total,150,106,71,35,3,212,8,2,6,16,26,24,0,0,2,52
LL40,LL40,Total,1915,1290,870,420,10,2580,299,129,170,598,268,224,6,32,6,536
LL41,LL41,Total,2997,2057,1350,707,9,4114,461,253,208,922,387,348,0,30,9,774
LL42,LL42,Total,1245,667,442,225,4,1334,255,151,104,510,291,266,1,24,0,582
LL43,LL43,Total,240,211,159,52,2,422,2,0,2,4,18,11,0,7,0,36
LL44,LL44,Total,511,365,268,97,1,730,62,22,40,124,65,57,1,6,1,130
LL45,LL45,Total,293,196,131,65,1,392,34,23,11,68,48,43,0,4,1,96
LL46,LL46,Total,911,700,505,195,2,1400,66,30,36,132,115,94,0,20,1,230
LL47,LL47,Total,270,212,153,59,2,424,15,9,6,30,34,32,1,1,0,68
LL48,LL48,Total,1122,794,491,303,1,1588,152,65,87,304,155,124,5,19,7,310
LL49,LL49,Total,2159,1488,1018,470,6,2976,284,126,158,568,314,258,10,41,5,628
LL51,LL51,Total,259,178,122,56,1,356,39,16,23,78,28,22,0,1,5,56
LL52,LL52,Total,1196,870,624,246,4,1740,123,48,75,246,162,124,6,26,6,324
LL53,LL53,Total,7749,5115,3456,1659,32,10230,1151,570,581,2302,1240,1060,26,108,46,2480
LL54,LL54,Total,4823,3477,2027,1450,10,6954,757,403,354,1514,478,406,4,61,7,956
LL55,LL55,Total,9314,6097,3325,2772,29,12194,1947,1081,866,3894,1003,857,10,115,21,2006
LL56,LL56,Total,1006,691,344,347,1,1382,66,31,35,132,233,205,3,23,2,466
LL57,LL57,Total,10068,5551,2825,2726,29,11102,2087,1098,989,4174,2162,1943,35,146,38,4324
LL58,LL58,Total,1858,1255,869,386,8,2510,238,220,18,476,295,260,3,29,3,590
LL59,LL59,Total,2461,1827,1115,712,3,3654,232,196,36,464,348,313,5,27,3,696
LL60,LL60,Total,1343,1024,529,495,1,2048,124,118,6,248,162,148,0,14,0,324
LL61,LL61,Total,2545,1837,1082,755,5,3674,291,263,28,582,340,287,7,39,7,680
LL62,LL62,Total,717,521,316,205,2,1042,62,58,4,124,115,107,3,5,0,230
LL63,LL63,Total,629,405,258,147,0,810,92,86,6,184,109,102,0,3,4,218
LL64,LL64,Total,489,332,213,119,2,664,46,37,9,92,89,67,8,9,5,178
LL65,LL65,Total,10292,6499,3676,2823,19,12998,1928,1650,278,3856,1623,1350,69,139,65,3246
LL67,LL67,Total,646,460,287,173,1,920,77,72,5,154,96,81,0,10,5,192
LL68,LL68,Total,2794,1941,1170,771,2,3882,395,348,47,790,384,323,1,54,6,768
LL69,LL69,Total,261,195,107,88,0,390,30,30,0,60,36,32,0,3,1,72
LL70,LL70,Total,145,114,76,38,2,228,4,4,0,8,23,22,0,1,0,46
LL71,LL71,Total,717,483,289,194,2,966,140,134,6,280,71,66,0,5,0,142
LL72,LL72,Total,346,272,182,90,0,544,44,44,0,88,21,17,2,1,1,42
LL73,LL73,Total,127,104,78,26,0,208,1,0,1,2,16,12,0,2,2,32
LL74,LL74,Total,1117,896,623,273,4,1792,49,34,15,98,151,129,2,19,1,302
LL75,LL75,Total,626,449,253,196,1,898,47,45,2,94,106,96,3,6,1,212
LL76,LL76,Total,134,105,59,46,0,210,10,6,4,20,17,14,1,2,0,34
LL77,LL77,Total,3128,2063,1151,912,11,4126,674,551,123,1348,298,257,0,35,6,596
LL78,LL78,Total,219,189,111,78,0,378,3,3,0,6,24,16,0,7,1,48
NP10,NP10,Total,9583,7015,2975,4040,60,14030,1481,824,657,2962,930,848,5,61,16,1860
NP11,NP11,Total,16190,11213,5460,5753,60,22426,2949,2156,793,5898,1809,1608,2,183,16,3618
NP12,NP12,Total,13672,9674,4598,5076,28,19348,2493,1773,720,4986,1352,1217,9,116,10,2704
NP13,NP13,Total,8738,5612,3107,2505,10,11224,1638,616,1022,3276,1381,1260,7,91,23,2762
NP15,NP15,Total,3218,2364,1432,932,8,4728,312,86,226,624,461,417,8,30,6,922
NP16,NP16,Total,9818,7210,3701,3509,34,14420,1165,280,885,2330,1288,1038,88,84,78,2576
NP18,NP18,Total,6875,5494,2755,2739,14,10988,682,397,285,1364,595,533,6,50,6,1190
NP19,NP19,Total,21560,13148,6107,7041,121,26296,4470,2223,2247,8940,3485,3203,13,230,39,6970
NP20,NP20,Total,22068,12712,6046,6666,131,25424,5418,2487,2931,10836,3463,3191,30,172,70,6926
NP22,NP22,Total,9747,5796,3124,2672,14,11592,2873,1797,1076,5746,957,856,4,80,17,1914
NP23,NP23,Total,14331,8872,4500,4372,16,17744,3596,1722,1874,7192,1707,1509,10,136,52,3414
NP24,NP24,Total,2110,1323,718,605,5,2646,457,356,101,914,304,276,0,22,6,608
NP25,NP25,Total,6370,4571,2633,1938,31,9142,920,192,728,1840,735,640,16,71,8,1470
NP26,NP26,Total,9148,7121,3338,3783,32,14242,1212,450,762,2424,705,626,6,59,14,1410
NP4,NP4,Total,19258,13108,6658,6450,53,26216,4145,1751,2394,8290,1722,1533,12,143,34,3444
NP44,NP44,Total,19931,12918,5825,7093,152,25836,5020,2112,2908,10040,1665,1423,8,195,39,3330
NP7,NP7,Total,11435,8093,4861,3232,34,16186,1825,617,1208,3650,1308,1146,22,114,26,2616
NP8,NP8,Total,2396,1776,1130,646,10,3552,263,154,109,526,302,236,19,33,14,604
SA1,SA1,Total,22048,8980,4749,4231,107,17960,6732,3978,2754,13464,5749,5302,25,344,78,11498
SA10,SA10,Total,12597,9451,4989,4462,25,18902,1898,1084,814,3796,1050,876,10,147,17,2100
SA11,SA11,Total,16122,10614,5717,4897,34,21228,3273,2095,1178,6546,1924,1720,11,163,30,3848
SA12,SA12,Total,14256,9216,4842,4374,31,18432,3304,2326,978,6608,1387,1234,10,128,15,2774
SA13,SA13,Total,8394,5898,3109,2789,11,11796,1342,804,538,2684,990,864,7,109,10,1980
SA14,SA14,Total,14186,10438,5464,4974,30,20876,2300,1981,319,4600,1203,1048,17,113,25,2406
SA15,SA15,Total,16145,10392,5837,4555,31,20784,3029,2147,882,6058,2405,2167,10,179,49,4810
SA16,SA16,Total,3781,2835,1684,1151,5,5670,460,362,98,920,423,383,2,35,3,846
SA17,SA17,Total,4012,2957,1747,1210,11,5914,610,513,97,1220,370,326,5,33,6,740
SA18,SA18,Total,12769,9188,5129,4059,16,18376,2151,1612,539,4302,1231,1054,9,151,17,2462
SA19,SA19,Total,4095,3194,2095,1099,12,6388,287,218,69,574,522,446,4,61,11,1044
SA2,SA2,Total,15259,10729,6114,4615,45,21458,1687,900,787,3374,2572,2328,16,176,52,5144
SA20,SA20,Total,1545,1076,724,352,2,2152,195,141,54,390,218,181,9,21,7,436
SA3,SA3,Total,11849,9614,6120,3494,31,19228,821,667,154,1642,1169,1012,9,130,18,2338
SA31,SA31,Total,7386,4657,2718,1939,17,9314,1347,841,506,2694,1233,1128,13,84,8,2466
SA32,SA32,Total,3238,2684,1761,923,10,5368,170,153,17,340,317,266,5,43,3,634
SA33,SA33,Total,5149,3991,2490,1501,12,7982,494,341,153,988,561,471,14,66,10,1122
SA34,SA34,Total,2215,1730,1090,640,11,3460,157,116,41,314,271,238,2,24,7,542
SA35,SA35,Total,294,264,182,82,1,528,4,3,1,8,20,15,0,4,1,40
SA36,SA36,Total,160,138,77,61,0,276,5,3,2,10,16,10,1,5,0,32
SA37,SA37,Total,551,444,287,157,5,888,17,11,6,34,69,55,3,9,2,138
SA38,SA38,Total,2101,1555,1023,532,3,3110,186,98,88,372,318,281,3,32,2,636
SA39,SA39,Total,974,718,464,254,3,1436,142,119,23,284,88,76,2,9,1,176
SA4,SA4,Total,18687,14357,6965,7392,47,28714,2255,1556,699,4510,1754,1522,11,198,23,3508
SA40,SA40,Total,1510,1020,660,360,8,2040,216,176,40,432,237,210,2,14,11,474
SA41,SA41,Total,793,595,379,216,2,1190,81,41,40,162,97,80,3,13,1,194
SA42,SA42,Total,1104,823,616,207,6,1646,126,79,47,252,112,90,3,17,2,224
SA43,SA43,Total,5842,4061,2718,1343,22,8122,777,308,469,1554,874,793,13,58,10,1748
SA44,SA44,Total,4973,3764,2417,1347,19,7528,521,276,245,1042,551,460,8,73,10,1102
SA45,SA45,Total,809,608,438,170,3,1216,71,14,57,142,107,97,0,7,3,214
SA46,SA46,Total,1310,906,614,292,5,1812,109,18,91,218,262,235,2,23,2,524
SA47,SA47,Total,518,394,252,142,1,788,34,15,19,68,72,64,0,7,1,144
SA48,SA48,Total,3675,2583,1711,872,19,5166,356,145,211,712,638,558,5,62,13,1276
SA5,SA5,Total,15711,8988,4323,4665,29,17976,4773,3596,1177,9546,1598,1376,12,182,28,3196
SA6,SA6,Total,14917,9935,4926,5009,36,19870,2912,1975,937,5824,1799,1600,12,153,34,3598
SA61,SA61,Total,6302,3688,2044,1644,18,7376,1338,852,486,2676,1186,966,82,91,47,2372
SA62,SA62,Total,8804,6717,4244,2473,27,13434,927,689,238,1854,939,787,20,114,18,1878
SA63,SA63,Total,450,343,217,126,1,686,45,28,17,90,49,42,0,6,1,98
SA64,SA64,Total,1105,770,476,294,0,1540,104,84,20,208,210,189,3,13,5,420
SA65,SA65,Total,2021,1427,963,464,6,2854,312,139,173,624,242,206,4,30,2,484
SA66,SA66,Total,1283,1013,643,370,4,2026,91,64,27,182,139,120,4,14,1,278
SA67,SA67,Total,2936,2234,1367,867,6,4468,221,152,69,442,416,352,12,46,6,832
SA68,SA68,Total,1831,1423,921,502,12,2846,130,76,54,260,227,195,3,25,4,454
SA69,SA69,Total,1585,1188,808,380,1,2376,114,71,43,228,248,223,10,12,3,496
SA7,SA7,Total,6216,4591,1820,2771,20,9182,795,505,290,1590,746,652,3,80,11,1492
SA70,SA70,Total,4347,2870,1746,1124,11,5740,634,460,174,1268,727,638,18,58,13,1454
SA71,SA71,Total,4540,2958,1862,1096,6,5916,1007,760,247,2014,499,448,11,35,5,998
SA72,SA72,Total,4507,2745,1449,1296,10,5490,911,580,331,1822,801,732,6,59,4,1602
SA73,SA73,Total,8913,5666,3170,2496,15,11332,2154,1675,479,4308,979,856,8,105,10,1958
SA8,SA8,Total,5308,3797,2002,1795,6,7594,962,613,349,1924,456,392,3,51,10,912
SA9,SA9,Total,6725,4756,2750,2006,12,9512,1291,1056,235,2582,554,472,3,76,3,1108
