Node,"No delivery due to covid","L1 and L2 places attended - 2019/20","No. of Instructors","Level 3 Places Attended (2018/19)","Levels 1 and 2 Places Attended (2018/19)","L3 places attended - 2019/20","Number of schools","Level 3 Places Attended (2020/21)","% schools that booked Bikeability","Plus Places Attended (2020/21)","Levels 1 and 2 places attended (2020/21)"
M46,,114,0,0,180,0,11,0,9,0,28
M50,,0,1,0,0,0,2,0,0,0,0
ME1,,53,1,0,70,0,18,0,6,0,31
ME2,,125,1,0,129,0,19,0,21,0,49
ME3,,138,1,0,113,0,12,0,50,60,36
ME4,,78,0,0,70,0,16,0,6,0,16
ME5,,139,1,0,115,0,18,0,33,0,64
ME6,,32,1,0,34,0,4,0,50,0,50
ME7,,127,1,0,130,0,17,0,24,0,20
ME8,,152,1,0,146,0,18,0,28,0,82
ME9,,182,1,0,85,0,16,0,50,0,166
ME10,,87,1,0,32,0,21,0,29,186,44
ME11,,0,0,0,0,0,1,0,0,0,0
ME12,,166,0,0,85,0,11,0,0,0,0
ME13,,244,2,0,38,0,15,0,53,0,229
ME14,,182,1,0,0,16,12,0,42,88,149
ME15,YES,145,4,0,0,4,18,0,6,0,0
ME16,,106,2,0,16,30,17,0,6,0,15
ME17,,85,1,0,11,24,15,0,27,0,84
ME18,,81,1,0,8,0,4,0,25,0,24
ME19,,242,0,0,210,0,13,0,0,0,0
ME20,,127,1,10,141,0,9,0,22,0,58
MK2,,0,1,0,23,0,7,0,14,0,24
MK3,,183,1,6,136,4,14,0,14,0,37
MK4,,214,0,0,86,11,6,0,0,0,0
MK5,,133,0,0,139,3,8,0,13,2,30
MK6,YES,50,1,0,63,0,15,0,7,0,0
MK7,,47,1,0,41,0,6,0,0,0,0
MK8,,44,0,8,41,0,8,0,38,0,39
MK9,,0,0,0,0,0,1,0,0,0,0
MK10,,245,0,12,230,0,7,0,43,3,156
MK11,,37,0,0,36,0,3,0,0,0,0
MK12,,43,0,17,225,0,7,0,0,0,0
MK13,,51,1,0,64,0,7,0,0,0,0
MK14,YES,80,0,0,79,0,12,0,8,0,0
MK15,,0,2,0,0,0,1,0,0,0,0
MK16,,133,1,7,121,5,8,0,13,4,60
MK17,,208,0,0,176,27,16,25,25,10,92
MK18,,141,0,0,408,12,21,0,29,0,41
MK19,YES,44,0,0,104,0,8,0,38,0,0
MK40,,51,2,0,141,0,13,0,38,0,115
MK41,,417,3,29,373,56,18,0,39,0,65
MK42,,239,1,17,198,11,25,0,40,0,91
MK43,,200,2,12,229,12,20,0,30,5,61
MK44,,64,2,0,135,0,14,0,64,15,162
MK45,,333,1,0,0,0,23,0,52,35,169
MK46,,31,0,0,35,0,3,0,0,0,0
N1,,0,4,0,0,0,38,0,0,0,0
N1C,,0,0,0,0,0,3,0,0,0,0
N2,,0,0,0,0,0,8,0,0,0,0
N3,,0,1,0,0,0,11,0,0,0,0
N4,,0,6,0,0,0,13,0,0,0,0
N5,,0,0,0,0,0,9,0,0,0,0
N6,,0,2,0,0,0,8,0,0,0,0
N7,,0,0,0,0,0,14,0,0,0,0
N8,,0,3,0,0,0,16,0,0,0,0
N9,,0,3,0,0,0,18,0,0,0,0
N10,,0,0,0,0,0,13,0,0,0,0
N11,,0,1,0,0,0,14,0,0,0,0
N12,,0,1,0,0,0,13,0,0,0,0
N13,,0,2,0,0,0,7,0,0,0,0
N14,,0,0,0,0,0,17,0,0,0,0
N15,,0,6,0,0,0,18,0,0,0,0
N16,,0,15,0,0,0,42,0,0,0,0
N17,,0,2,0,0,0,27,0,0,0,0
N18,,0,0,0,0,0,7,0,0,0,0
N19,,0,1,0,0,0,10,0,0,0,0
N20,,0,0,0,0,0,10,0,0,0,0
N21,,0,0,0,0,0,9,0,0,0,0
N22,,0,0,0,0,0,17,0,0,0,0
NE1,,0,2,0,0,0,1,0,0,0,0
NE2,YES,131,1,0,117,0,8,0,25,0,0
NE3,,367,4,9,627,11,23,0,52,30,73
NE4,YES,94,1,0,196,0,19,0,16,0,0
NE5,,401,0,0,460,0,17,0,18,0,6
NE6,,414,1,0,360,0,17,0,29,40,0
NE7,YES,210,0,0,51,0,4,0,25,0,0
NE8,,164,1,0,182,0,18,0,11,0,82
NE9,,457,1,0,363,0,17,0,35,0,246
NE10,,543,1,0,505,0,18,0,44,0,126
NE11,,82,1,0,130,28,6,0,0,0,0
NE12,,201,3,0,270,0,16,0,25,0,124
NE13,YES,128,1,0,87,0,6,0,33,0,0
NE15,,308,2,0,184,0,18,0,28,20,0
NE16,,398,3,10,310,0,11,0,45,0,162
NE17,,0,0,0,0,0,1,0,0,0,0
NE18,YES,13,0,0,4,0,1,0,100,0,0
NE19,,0,0,0,0,0,1,0,0,0,0
NE20,,0,0,0,0,0,6,0,0,0,0
NE21,YES,84,0,0,152,0,6,0,33,0,0
NE22,YES,58,0,0,70,0,9,0,11,0,0
NE23,YES,211,3,0,226,24,15,0,13,0,0
NE24,YES,181,0,0,177,0,11,0,9,0,0
NE25,,453,3,0,423,37,17,0,29,0,134
NE26,YES,140,0,0,143,0,6,0,17,0,0
NE27,,47,0,0,0,0,5,0,20,0,19
NE28,,288,0,0,300,18,17,0,41,0,167
NE29,,324,2,0,281,36,13,0,54,0,129
NE30,,143,2,0,118,0,9,0,33,0,78
NE31,,307,3,0,351,0,10,0,20,0,101
NE32,,342,1,0,420,0,14,0,43,0,189
NE33,,340,1,0,290,0,8,0,38,0,131
NE34,,754,1,0,864,0,19,0,32,0,284
NE35,,51,1,0,69,0,3,0,33,0,29
NE36,,119,0,0,230,0,4,0,25,0,55
NE37,YES,98,0,0,106,0,8,0,13,0,0
NE38,,191,1,0,159,112,16,0,38,5,23
NE39,,118,0,0,130,0,4,0,25,0,34
NE40,,224,3,0,218,0,7,0,43,0,60
NE41,,0,0,0,0,0,1,0,0,0,0
NE42,,17,0,0,9,0,8,0,13,0,56
NE43,,0,2,0,0,0,3,0,0,0,0
NE44,,0,0,0,0,0,1,0,0,0,0
NE45,,57,0,0,50,0,2,0,0,0,0
NE46,,23,0,0,0,0,10,7,10,0,31
NE47,,31,0,0,27,0,8,0,0,0,0
NE48,,12,0,9,44,0,6,0,0,0,0
NE49,,0,0,0,0,0,1,0,100,0,17
NE61,,23,2,0,115,0,20,0,10,101,0
NE62,,53,0,0,129,0,5,0,60,0,82
NE63,,34,0,0,133,0,10,0,10,0,23
NE65,,51,1,0,21,0,12,0,0,0,0
NE66,,93,0,0,144,9,11,0,0,0,0
NE67,,0,0,0,0,0,1,0,0,0,0
NE68,,0,0,0,11,0,1,0,0,0,0
NE70,,0,0,0,0,0,1,0,0,0,0
NE71,YES,33,0,0,34,0,2,0,50,0,0
NG1,YES,37,0,0,24,0,4,0,25,0,0
NG2,,346,2,29,479,71,21,0,29,0,168
NG3,,182,5,0,94,0,18,0,39,9,78
NG4,,202,4,0,217,11,19,0,26,24,216
NG5,,307,4,0,121,2,39,0,23,24,183
NG6,,114,1,0,187,0,14,0,36,30,0
NG7,YES,136,5,0,37,0,19,0,21,0,0
NG8,YES,148,3,0,255,0,27,0,26,0,0
NG9,,499,7,0,71,15,26,0,35,12,240
NG10,,363,2,0,0,53,19,33,32,0,219
NG11,,127,3,0,34,0,14,0,29,12,60
NG12,,270,1,0,270,0,17,12,29,0,123
NG13,,246,0,3,130,0,12,0,33,0,132
NG14,,175,3,0,61,0,10,0,40,48,108
NG15,,117,3,6,216,4,16,6,44,24,168
NG16,,237,3,4,162,0,33,0,45,303,420
NG17,,357,3,0,128,0,30,0,13,0,162
NG18,,223,1,0,175,0,15,12,33,120,150
NG19,,361,1,0,213,0,27,12,22,48,279
NG20,,63,0,10,46,0,17,0,29,84,41
NG21,,208,0,0,245,0,10,0,40,48,102
NG22,,265,2,0,118,0,16,36,25,60,81
NG23,YES,171,0,0,102,0,13,0,8,0,0
NG24,,309,3,4,594,25,19,0,26,0,198
NG25,,75,0,0,126,24,4,0,25,0,60
NG31,,133,2,26,223,49,27,21,26,0,151
NG32,,265,0,0,21,0,9,0,33,0,48
NG33,,24,1,0,12,0,9,0,33,0,38
NG34,,282,1,0,228,12,19,0,21,0,81
NN1,,35,0,0,19,7,11,0,36,0,71
NN2,,41,0,0,46,0,19,0,21,0,40
NN3,,348,1,22,401,27,31,0,23,0,70
NN4,,248,2,27,297,0,18,0,39,0,149
NN5,,255,3,0,131,12,14,0,43,0,66
NN6,,410,2,0,382,0,26,0,46,0,135
NN7,,361,0,0,508,0,22,0,55,0,105
NN8,,0,1,0,36,0,23,0,22,0,75
NN9,,134,0,0,92,8,11,0,55,9,19
NN10,,138,4,0,58,0,14,0,36,0,67
NN11,,271,0,0,239,0,19,0,68,0,146
NN12,,233,2,0,240,0,18,0,50,0,55
NN13,,112,0,0,208,0,12,0,42,0,73
NN14,,400,2,0,198,0,23,0,48,0,176
NN15,,308,1,0,292,0,20,0,20,0,47
NN16,,162,1,0,161,0,9,0,22,0,24
NN17,,82,0,15,58,0,13,9,23,14,22
NN18,,88,0,13,137,0,15,0,13,0,23
NN29,,53,1,0,0,0,6,0,83,0,73
NP10,,0,2,0,0,0,0,0,0,0,0
NP16,,36,0,0,35,0,4,0,25,0,56
NP19,,0,3,0,0,0,0,0,0,0,0
NP20,,0,1,0,0,0,0,0,0,0,0
NP25,,8,0,0,9,0,1,0,100,0,4
NP26,,0,1,0,0,0,0,0,0,0,0
NR1,,0,1,0,0,0,11,6,36,24,12
NR2,,132,2,0,0,24,13,36,31,24,158
NR3,,0,0,0,0,0,10,0,0,0,0
NR4,,229,0,0,0,72,11,0,36,48,121
NR5,,65,1,0,0,0,12,0,42,10,96
NR6,,0,1,0,0,0,12,0,17,30,48
NR7,YES,0,1,0,0,0,13,0,15,0,0
NR8,,114,0,0,0,0,9,48,56,90,72
NR9,,143,0,0,0,42,12,14,50,0,111
NR10,,13,1,0,0,0,13,0,15,0,24
NR11,YES,0,2,0,0,0,14,0,7,0,0
NR12,,0,0,0,0,0,17,0,6,0,28
NR13,,0,0,0,0,0,13,0,8,0,24
NR14,,52,0,0,0,0,15,0,33,0,107
NR15,YES,44,1,0,0,0,12,0,25,0,0
NR16,YES,0,0,0,0,0,10,0,20,0,0
NR17,YES,0,1,0,0,0,9,0,11,0,0
NR18,YES,49,0,0,0,0,9,0,22,0,0
NR19,,102,0,0,0,0,11,0,27,25,96
NR20,,12,2,0,0,0,9,0,33,0,60
NR21,,0,1,0,0,0,10,0,0,0,0
NR22,,0,0,0,0,0,1,0,0,0,0
NR23,,0,0,0,0,0,2,0,0,0,0
NR24,,0,2,0,0,0,1,36,100,0,0
NR25,,0,0,0,0,0,4,0,25,0,5
NR26,,0,0,0,0,0,3,0,0,0,0
NR27,,0,0,0,0,0,8,0,0,0,0
NR28,,0,0,0,0,0,5,0,0,0,0
NR29,,32,0,0,0,0,11,0,36,36,24
NR30,,9,0,0,0,0,11,0,9,0,11
NR31,,107,1,0,0,0,20,0,35,0,9
NR32,,0,2,0,20,18,17,0,6,0,9
NR33,,99,2,0,101,0,14,0,21,0,10
NR34,,74,0,0,48,0,14,0,43,0,78
NR35,YES,37,1,0,20,0,9,0,11,0,0
NW1,,0,2,0,0,0,23,0,0,0,0
NW2,,0,0,0,0,0,20,0,0,0,0
NW3,,0,2,0,0,0,39,0,0,0,0
NW4,,0,0,0,0,0,18,0,0,0,0
NW5,,0,0,0,0,0,14,0,0,0,0
NW6,,0,7,0,0,0,28,0,0,0,0
NW7,,0,0,0,0,0,18,0,0,0,0
NW8,,0,2,0,0,0,13,0,0,0,0
NW9,,0,0,0,0,0,23,0,0,0,0
NW10,,0,6,0,0,0,32,0,0,0,0
NW11,,0,0,0,0,0,15,0,0,0,0
OL1,,297,1,0,291,0,12,0,42,48,210
OL2,,767,1,0,684,0,21,0,29,92,60
OL3,,346,0,0,331,0,9,0,44,76,97
OL4,,422,2,0,431,0,19,0,5,30,0
OL5,,122,2,0,139,0,6,0,50,0,75
OL6,,81,4,0,80,0,19,0,16,0,102
OL7,,107,1,0,29,0,6,0,33,0,85
OL8,,456,1,20,672,0,22,28,32,178,238
OL9,,946,0,35,1093,10,22,34,32,213,383
OL10,,177,0,0,111,45,11,0,45,0,123
OL11,,513,0,0,343,0,17,0,18,100,44
OL12,,372,1,0,676,0,28,0,14,57,121
OL13,,312,1,12,268,64,10,0,30,0,120
OL14,YES,329,1,0,225,0,8,0,13,0,0
OL15,,168,1,0,87,0,5,0,40,0,40
OL16,,266,1,0,221,20,17,0,29,27,214
OX1,,87,0,0,100,0,11,0,0,0,0
OX2,,73,0,0,77,0,20,0,0,0,0
OX3,,212,3,0,12,0,22,0,23,0,114
OX4,,170,1,0,32,0,26,0,23,15,192
OX5,,72,1,0,23,0,12,0,42,0,123
OX7,,118,1,0,28,0,17,0,35,0,63
OX9,,77,0,0,0,0,5,18,20,0,18
OX10,,119,0,0,84,31,16,14,31,0,177
OX11,,214,1,0,120,132,18,100,44,0,233
OX12,,11,0,0,0,0,13,0,0,0,0
OX13,,38,1,0,0,0,9,0,11,0,27
OX14,,99,2,18,83,17,25,0,4,0,7
OX15,,90,2,0,13,0,15,0,13,0,57
OX16,,104,0,2,3,0,21,0,10,0,30
OX17,,59,2,0,116,7,11,0,55,0,100
OX18,,144,0,0,0,25,13,32,31,0,59
OX20,,38,0,0,0,0,4,9,50,0,41
OX25,,50,1,0,0,0,3,0,0,0,0
OX26,,34,0,1,7,6,17,0,12,0,15
OX27,,59,0,0,10,0,4,0,25,0,10
OX28,,155,2,0,0,44,12,6,58,0,89
OX29,,69,4,0,13,11,17,0,29,0,105
OX33,,19,1,0,0,0,6,0,33,0,20
OX39,,0,0,0,0,0,2,0,0,0,0
OX44,,31,1,0,24,0,6,0,0,0,0
OX49,,10,0,0,0,0,4,0,0,0,0
PE1,,150,0,8,209,3,22,0,32,0,22
PE2,,181,5,8,225,0,20,0,55,0,171
PE3,,154,0,0,149,0,14,0,29,0,34
PE4,,251,2,0,292,12,10,0,40,0,29
PE5,,27,0,0,25,0,1,0,100,0,22
PE6,,446,3,0,417,0,17,0,47,0,219
PE7,,649,4,0,478,0,18,13,56,0,74
PE8,,120,1,0,49,0,11,0,55,0,62
PE9,,228,3,10,224,7,15,0,27,0,46
PE10,,272,0,0,100,0,10,36,30,0,119
PE11,,256,2,0,350,0,24,0,25,7,97
PE12,,199,2,27,94,12,21,0,24,40,74
PE13,,106,2,0,163,0,22,0,27,0,31
PE14,,95,2,0,43,0,17,0,18,0,42
PE15,,247,3,0,222,0,9,0,67,0,139
PE16,YES,0,1,0,30,0,3,0,67,0,0
PE19,,477,3,9,553,15,21,0,62,0,219
PE20,,41,0,0,0,0,5,0,0,0,0
PE21,,129,1,0,290,38,19,0,5,0,40
PE22,,148,1,0,174,0,12,0,33,0,83
PE23,,12,0,0,53,0,8,0,0,0,0
PE24,,58,1,0,57,0,4,0,25,0,55
PE25,,128,1,0,9,0,9,0,33,0,106
PE26,,73,0,0,80,0,6,0,67,0,90
PE27,,257,1,24,368,0,6,0,50,0,72
PE28,,449,4,0,584,0,22,0,64,0,150
PE29,,111,1,0,243,0,14,0,36,0,75
PE30,YES,42,1,0,0,0,21,0,5,0,0
PE31,,18,0,0,0,0,12,0,8,0,9
PE32,,26,0,0,0,0,12,22,33,0,81
PE33,,0,1,0,0,0,9,0,11,0,18
PE34,,35,0,0,0,0,12,0,25,0,32
PE36,,0,0,0,0,0,3,0,0,0,0
PE37,,0,1,0,0,0,6,0,0,0,0
PE38,,21,0,0,0,0,7,0,43,0,12
PL1,,150,1,0,0,0,14,0,50,135,258
PL2,,117,2,0,0,0,11,0,36,109,113
PL3,,185,1,0,0,49,8,0,50,103,162
PL4,,182,0,0,0,81,10,117,30,77,54
PL5,,406,0,0,0,44,22,29,59,173,374
PL6,,193,6,0,58,0,19,0,37,189,359
PL7,,195,1,0,44,18,13,5,69,202,128
PL8,,62,0,0,66,0,4,0,100,0,59
PL9,,222,5,0,15,121,10,0,90,177,306
PL10,,11,0,0,0,0,2,0,50,12,0
PL11,,51,0,0,0,34,5,0,60,18,31
PL12,,157,1,0,0,0,10,0,80,36,186
PL13,,25,1,0,0,0,5,0,60,57,113
PL14,,55,2,0,0,0,16,16,75,145,241
PL15,,86,0,0,0,44,17,0,76,162,178
PL16,,12,0,0,11,0,1,0,0,0,0
PL17,,41,0,0,0,0,4,0,50,12,78
PL18,,27,0,0,0,0,3,0,67,36,24
PL19,,114,1,0,122,0,11,0,55,29,136
PL20,,147,2,0,147,0,7,0,71,11,18
PL21,,200,0,0,104,0,10,0,50,9,60
PL22,,14,1,0,0,0,3,0,0,0,0
PL23,,10,0,0,0,0,3,0,0,0,0
PL24,,49,0,0,0,0,4,0,25,0,137
PL25,,137,1,0,0,0,9,0,33,0,267
PL26,,206,1,0,0,0,12,0,25,34,127
PL27,,241,3,0,0,46,6,0,50,3,122
PL28,,65,1,0,0,0,2,0,50,20,46
PL29,,0,0,0,0,0,1,0,100,0,11
PL30,,15,0,0,0,0,13,0,38,68,126
PL31,,72,0,0,0,0,7,0,14,0,36
PL32,,0,0,0,0,0,3,0,33,10,20
PL33,,0,0,0,0,0,1,0,0,0,0
PL34,,0,0,0,0,0,1,0,100,10,9
PL35,,0,0,0,0,0,1,0,100,0,10
PO1,YES,158,0,0,108,0,11,0,27,0,0
PO2,,269,0,0,294,0,16,0,38,0,69
PO3,,102,0,22,158,4,6,0,17,0,72
PO4,,71,1,0,0,0,12,0,33,0,102
PO5,,135,0,0,197,0,8,0,50,0,40
PO6,YES,323,0,0,304,18,13,0,15,0,0
PO7,,373,0,0,205,0,18,0,39,0,122
PO8,,185,0,8,159,0,14,0,14,0,139
PO9,,126,0,0,189,0,20,0,15,0,39
PO10,,72,0,0,120,0,8,0,38,0,59
PO11,,70,1,0,0,0,5,0,40,0,36
PO12,,364,4,0,0,0,16,0,38,0,200
PO13,,332,1,0,0,0,16,0,38,0,124
PO14,,357,0,66,26,60,19,65,32,0,140
PO15,,138,0,0,18,0,6,0,50,0,46
PO16,,342,1,0,0,0,11,0,45,0,252
PO17,,0,0,0,25,0,3,0,33,0,27
PO18,,49,3,0,72,0,12,0,17,0,35
PO19,,0,1,0,34,0,15,0,13,0,66
PO20,,12,1,0,48,0,14,0,7,0,14
PO21,,166,2,0,113,0,10,0,20,0,105
PO22,,0,2,0,0,0,7,0,14,0,90
PO30,,126,1,0,51,0,17,0,0,0,0
PO31,,29,1,0,52,0,5,0,0,0,0
PO32,,41,1,0,11,0,3,0,0,0,0
PO33,,148,1,0,47,5,10,0,0,0,0
PO34,,0,0,0,0,0,1,0,0,0,0
PO35,,40,0,0,0,0,1,0,0,0,0
PO36,,10,0,0,59,0,4,0,0,0,0
PO37,,22,0,0,0,0,2,0,0,0,0
PO38,,9,0,0,30,0,6,0,0,0,0
PO39,,0,0,0,0,0,1,0,0,0,0
PO40,,0,0,0,0,0,1,0,0,0,0
PO41,,0,0,0,0,0,1,0,0,0,0
PR1,,518,3,0,410,36,38,0,34,15,43
PR2,,580,2,0,638,30,37,0,38,30,196
PR3,,457,2,30,450,78,37,30,24,54,157
PR4,,564,8,0,351,36,40,0,38,30,186
PR5,,444,3,0,0,36,23,0,57,56,129
PR6,,454,7,0,24,0,21,0,67,140,335
PR7,,721,6,0,72,62,34,12,50,134,434
PR8,,264,0,0,0,56,16,0,13,0,28
PR9,,125,1,0,0,0,15,0,27,0,94
PR25,,207,6,0,0,60,18,0,44,98,29
PR26,,188,2,0,0,0,7,0,71,16,97
RG1,,145,2,41,187,12,19,0,11,3,0
RG2,,238,0,78,436,145,23,0,17,0,30
RG4,,435,7,96,466,105,21,111,33,10,179
RG5,,158,0,0,234,0,12,5,42,0,11
RG6,,197,3,0,208,0,8,0,50,0,101
RG7,,210,2,15,376,18,26,12,35,0,87
RG8,,110,3,0,196,24,14,0,23,0,50
RG9,,163,0,0,99,0,13,0,8,0,17
RG10,,81,0,0,115,0,11,24,64,0,201
RG12,,319,0,0,210,0,17,0,12,0,20
RG14,YES,192,3,0,261,0,20,0,20,0,0
RG17,,46,0,0,98,0,8,0,38,0,91
RG18,YES,148,0,0,223,0,11,0,27,0,0
RG19,YES,89,1,0,60,0,7,0,29,0,0
RG20,,232,0,12,182,12,22,0,32,0,96
RG21,,160,0,0,173,5,15,0,40,0,174
RG22,,289,1,0,255,0,16,0,19,0,132
RG23,YES,57,0,0,82,0,7,0,14,0,0
RG24,,333,0,0,287,0,13,0,23,0,161
RG25,,64,0,0,111,0,4,0,100,0,33
RG26,,145,0,0,137,0,9,0,44,0,101
RG27,,134,3,0,98,0,11,0,27,0,54
RG28,,0,0,0,58,0,2,0,0,0,0
RG29,,50,0,0,79,0,5,0,40,0,37
RG30,,267,3,40,421,15,21,24,29,30,170
RG31,YES,168,0,8,271,10,15,0,20,0,0
RG40,,251,2,0,121,0,21,9,29,4,179
RG41,,327,0,0,393,28,14,0,36,0,99
RG42,,114,0,0,130,0,13,0,15,0,29
RG45,,7,1,0,45,0,8,0,13,0,11
RH1,,159,2,0,311,0,18,0,22,0,34
RH2,,19,2,0,9,0,15,0,0,0,0
RH3,YES,0,0,0,60,0,1,0,100,0,0
RH4,,253,2,0,276,0,9,0,33,0,150
RH5,,0,2,0,0,0,10,0,0,0,0
RH6,,150,1,0,122,0,12,0,25,0,71
RH7,YES,103,1,0,193,0,4,0,75,0,0
RH8,,155,2,0,106,0,9,0,33,0,33
RH9,,34,0,0,49,0,2,0,50,0,20
RH10,,162,5,0,54,0,24,0,25,0,319
RH11,,132,0,0,82,0,18,0,17,0,96
RH12,,25,2,0,118,0,22,0,14,0,128
RH13,,160,4,0,111,0,23,0,17,0,100
RH14,,0,2,0,0,0,6,0,0,0,0
RH15,,140,1,0,43,0,12,0,33,0,235
RH16,,118,0,0,34,0,12,0,0,0,0
RH17,,116,1,0,61,0,18,0,11,0,56
RH18,,136,0,0,39,0,3,0,0,0,0
RH19,,29,0,0,25,0,15,0,13,0,20
RH20,,0,1,0,0,0,11,0,9,0,18
RM1,,0,0,0,0,0,13,0,0,0,0
RM2,,0,0,0,0,0,6,0,0,0,0
RM3,,0,0,0,0,0,14,0,0,0,0
RM4,,0,0,0,0,0,3,0,0,0,0
RM5,,0,2,0,0,0,3,0,0,0,0
RM6,,0,0,0,0,0,13,0,0,0,0
RM7,,0,0,0,0,0,7,0,0,0,0
RM8,,0,5,0,0,0,13,0,0,0,0
RM9,,0,1,0,0,0,14,0,0,0,0
RM10,,0,0,0,0,0,13,0,0,0,0
RM11,,0,3,0,0,0,11,0,0,0,0
RM12,,0,1,0,0,0,12,0,0,0,0
RM13,,0,0,0,0,0,11,0,0,0,0
RM14,,0,2,0,0,0,13,0,0,0,0
RM15,,89,2,0,109,0,11,0,45,0,51
RM16,,291,2,0,531,0,16,0,50,43,144
RM17,,47,0,0,76,0,8,0,50,3,92
RM18,,80,0,0,94,0,5,0,80,34,7
RM19,YES,14,0,0,7,0,2,0,50,0,0
RM20,YES,58,0,0,21,0,1,0,100,0,0
S1,,0,0,0,0,0,1,0,0,0,0
S2,,195,3,0,166,0,18,0,6,4,48
S3,,12,0,0,77,0,6,0,0,0,0
S4,,88,1,0,60,0,6,0,0,0,0
S5,,31,1,0,127,0,19,0,0,0,0
S6,,102,3,0,211,0,16,0,6,0,44
S7,,206,2,0,275,20,9,0,11,0,40
S8,,54,4,0,60,0,14,0,21,10,95
S9,,0,0,0,20,0,13,0,8,0,60
S10,,274,2,5,359,0,15,0,20,0,206
S11,,115,2,1,123,0,10,0,30,10,128
S12,,203,2,0,57,0,10,0,0,0,0
S13,,140,1,0,167,0,10,0,20,12,94
S14,,0,0,0,0,0,2,0,0,0,0
S17,,33,0,0,116,0,6,0,17,0,30
S18,,395,0,0,0,0,14,0,43,121,354
S20,,14,0,20,62,0,11,0,9,0,71
S21,,211,0,0,0,0,11,0,18,0,3
S25,,38,1,0,30,0,10,0,20,0,56
S26,,63,0,0,95,0,14,0,0,0,0
S32,,37,1,0,0,0,5,0,40,0,19
S33,,19,0,0,0,0,7,38,43,38,0
S35,,304,1,0,197,0,19,0,26,8,147
S36,,121,1,0,223,0,13,0,54,0,160
S40,,294,7,0,0,29,14,7,57,86,373
S41,,443,1,0,0,87,18,25,61,59,246
S42,,247,2,0,0,0,10,2,50,7,150
S43,,307,1,0,0,16,21,2,24,24,93
S44,,164,2,0,0,0,12,1,25,3,115
S45,,122,0,0,0,0,6,0,33,8,102
S60,,78,0,0,29,0,18,0,6,0,26
S61,,15,0,0,53,0,15,0,0,0,0
S62,,44,0,0,91,0,12,0,8,0,20
S63,,119,0,0,183,0,18,0,6,46,0
S64,,30,1,0,33,0,13,0,0,0,0
S65,YES,66,0,0,101,0,20,0,5,0,0
S66,,121,0,23,120,0,18,0,0,0,0
S70,,131,1,97,184,44,15,238,13,0,22
S71,,244,0,16,251,0,17,0,18,0,65
S72,,106,0,0,49,38,10,0,10,0,22
S73,,83,1,4,99,17,10,0,40,0,88
S74,,92,0,26,55,80,8,80,50,85,21
S75,,180,3,0,341,0,18,0,22,53,75
S80,,130,1,0,140,0,13,0,38,36,235
S81,,239,1,9,256,0,14,0,36,66,222
SE1,,0,2,0,0,0,27,0,0,0,0
SE2,,0,1,0,0,0,8,0,0,0,0
SE3,,0,2,0,0,0,18,0,0,0,0
SE4,,0,3,0,0,0,9,0,0,0,0
SE5,,0,4,0,0,0,18,0,0,0,0
SE6,,0,3,0,0,0,18,0,0,0,0
SE7,,0,3,0,0,0,9,0,0,0,0
SE8,,0,2,0,0,0,12,0,0,0,0
SE9,,0,3,0,0,0,29,0,0,0,0
SE10,,0,2,0,0,0,9,0,0,0,0
SE11,,0,2,0,0,0,14,0,0,0,0
SE12,,0,0,0,0,0,10,0,0,0,0
SE13,,0,2,0,0,0,8,0,0,0,0
SE14,,0,1,0,0,0,10,0,0,0,0
SE15,,0,2,0,0,0,28,0,0,0,0
SE16,,0,1,0,0,0,19,0,0,0,0
SE17,,0,0,0,0,0,12,0,0,0,0
SE18,,0,5,0,0,0,27,0,0,0,0
SE19,,0,3,0,0,0,12,0,0,0,0
SE20,,0,0,0,0,0,6,0,0,0,0
SE21,,0,2,0,0,0,11,0,0,0,0
SE22,,0,4,0,0,0,11,0,0,0,0
SE23,,0,3,0,0,0,14,0,0,0,0
